,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2183,2184,CA-2016-128818,5/7/2016,5/11/2016,standard class,CJ-12010,caroline jumper,consumer,united states,new york city,new york,10009.0,east,TEC-AC-10001767,technology,accessories,sandisk ultra 64 gb microsdhc class 10 memory card,199.95,5.0,0.0,21.9945
2184,2185,CA-2016-128818,5/7/2016,5/11/2016,standard class,CJ-12010,caroline jumper,consumer,united states,new york city,new york,10009.0,east,FUR-FU-10001940,furniture,furnishings,staple-based wall hangings,63.68,8.0,0.0,28.0192
2185,2186,CA-2017-124576,2017-08-01,8/4/2017,second class,HK-14890,heather kirkland,corporate,united states,salinas,california,93905.0,west,OFF-BI-10002735,office supplies,binders,gbc prestige therm-a-bind covers,54.896,2.0,0.2,18.5274
2186,2187,CA-2016-101378,7/14/2016,7/14/2016,same day,RH-19600,rob haberlin,consumer,united states,huntsville,alabama,35810.0,south,TEC-AC-10002345,technology,accessories,hp standard 104 key ps/2 keyboard,29.0,2.0,0.0,7.25
2187,2188,CA-2017-143063,8/10/2017,8/15/2017,standard class,IL-15100,ivan liston,consumer,united states,columbus,indiana,47201.0,central,OFF-EN-10003134,office supplies,envelopes,staple envelope,70.08,6.0,0.0,35.04
2188,2189,CA-2017-143063,8/10/2017,8/15/2017,standard class,IL-15100,ivan liston,consumer,united states,columbus,indiana,47201.0,central,FUR-FU-10003708,furniture,furnishings,"tenex traditional chairmats for medium pile carpet, standard lip, 36"" x 48""",121.3,2.0,0.0,25.473
2189,2190,CA-2017-143063,8/10/2017,8/15/2017,standard class,IL-15100,ivan liston,consumer,united states,columbus,indiana,47201.0,central,TEC-PH-10003645,technology,phones,aastra 57i voip phone,1454.49,9.0,0.0,378.1674
2190,2191,CA-2016-118913,6/25/2016,6/29/2016,standard class,AS-10240,alan shonely,consumer,united states,los angeles,california,90049.0,west,OFF-AP-10000692,office supplies,appliances,fellowes mighty 8 compact surge protector,60.81,3.0,0.0,17.0268
2191,2192,CA-2016-128412,12/10/2016,12/17/2016,standard class,AP-10915,arthur prichep,consumer,united states,seattle,washington,98105.0,west,OFF-BI-10001718,office supplies,binders,gbc docubind p50 personal binding machine,153.552,3.0,0.2,51.8238
2192,2193,CA-2016-128412,12/10/2016,12/17/2016,standard class,AP-10915,arthur prichep,consumer,united states,seattle,washington,98105.0,west,OFF-AP-10002082,office supplies,appliances,holmes hepa air purifier,65.34,3.0,0.0,22.869
2193,2194,CA-2016-128412,12/10/2016,12/17/2016,standard class,AP-10915,arthur prichep,consumer,united states,seattle,washington,98105.0,west,OFF-PA-10001125,office supplies,paper,xerox 1988,123.92,4.0,0.0,55.764
2194,2195,CA-2016-128412,12/10/2016,12/17/2016,standard class,AP-10915,arthur prichep,consumer,united states,seattle,washington,98105.0,west,OFF-AP-10000252,office supplies,appliances,harmony hepa quiet air purifiers,35.1,3.0,0.0,12.285
2195,2196,CA-2016-128412,12/10/2016,12/17/2016,standard class,AP-10915,arthur prichep,consumer,united states,seattle,washington,98105.0,west,TEC-AC-10003038,technology,accessories,kingston digital datatraveler 16gb usb 2.0,44.75,5.0,0.0,8.5025
2196,2197,CA-2016-136483,12/1/2016,12/6/2016,standard class,AG-10390,allen goldenen,consumer,united states,knoxville,tennessee,37918.0,south,OFF-AR-10000940,office supplies,art,newell 343,4.704,2.0,0.2,0.4116
2197,2198,CA-2014-163013,11/28/2014,12/4/2014,standard class,BF-11080,bart folk,consumer,united states,montgomery,alabama,36116.0,south,OFF-AR-10001954,office supplies,art,newell 331,14.67,3.0,0.0,3.9609
2198,2199,CA-2015-135363,3/28/2015,4/2/2015,standard class,CK-12205,chloris kastensmidt,consumer,united states,philadelphia,pennsylvania,19120.0,east,OFF-PA-10003177,office supplies,paper,xerox 1999,15.552,3.0,0.2,5.4432
2199,2200,CA-2015-135363,3/28/2015,4/2/2015,,CK-12205,chloris kastensmidt,consumer,united states,philadelphia,pennsylvania,19120.0,east,OFF-PA-10000533,office supplies,paper,southworth parchment paper & envelopes,5.232,1.0,0.2,1.7004
2200,2201,US-2014-165659,6/1/2014,6/6/2014,standard class,LT-17110,liz thompson,consumer,united states,little rock,arkansas,72209.0,south,FUR-FU-10001935,furniture,furnishings,3m hangers with command adhesive,22.2,6.0,0.0,9.102
2201,2202,US-2014-165659,6/1/2014,6/6/2014,standard class,LT-17110,liz thompson,consumer,united states,little rock,arkansas,72209.0,south,TEC-PH-10002563,technology,phones,adtran 1202752g1,881.93,7.0,0.0,229.3018
2202,2203,CA-2015-138002,9/6/2015,9/12/2015,standard class,BT-11305,beth thompson,home office,united states,seattle,washington,98103.0,west,OFF-BI-10002160,office supplies,binders,acco hanging data binders,6.096,2.0,0.2,2.1336
2203,2204,CA-2015-138002,9/6/2015,9/12/2015,standard class,BT-11305,beth thompson,home office,united states,seattle,washington,98103.0,west,FUR-FU-10004748,furniture,furnishings,"howard miller 16"" diameter gallery wall clock",191.82,3.0,0.0,74.8098
2204,2205,CA-2015-128860,6/29/2015,7/5/2015,standard class,SC-20725,steven cartwright,consumer,united states,lancaster,pennsylvania,17602.0,east,FUR-FU-10001473,furniture,furnishings,"eldon executive woodline ii desk accessories, mahogany",20.104,1.0,0.2,1.7591
2205,2206,CA-2016-164350,9/10/2016,9/12/2016,second class,CG-12040,catherine glotzbach,home office,united states,bristol,tennessee,37620.0,south,OFF-AR-10000538,office supplies,art,"boston model 1800 electric pencil sharpener, gray",67.56,3.0,0.2,8.445
2206,2207,US-2014-103905,2014-07-14,7/20/2014,standard class,AW-10930,arthur wiediger,home office,united states,aurora,illinois,60505.0,central,OFF-BI-10001098,office supplies,binders,acco d-ring binder w/dubllock,29.932,7.0,0.8,-46.3946
2207,2208,US-2014-103905,7/14/2014,7/20/2014,standard class,AW-10930,arthur wiediger,home office,united states,aurora,illinois,60505.0,central,TEC-PH-10001552,technology,phones,i need's 3d hello kitty hybrid silicone case cover for htc one x 4g with 3d hello kitty stylus pen green/pink,38.272,4.0,0.2,3.8272
2208,2209,CA-2015-129854,8/22/2015,8/26/2015,,RB-19705,roger barcio,home office,united states,new york city,new york,10009.0,east,OFF-AR-10000390,office supplies,art,newell chalk holder,16.52,4.0,0.0,7.5992
2209,2210,CA-2014-125556,11/14/2014,11/16/2014,second class,ML-17410,maris laware,consumer,united states,fairfield,connecticut,6824.0,east,TEC-PH-10001079,technology,phones,polycom soundpoint pro se-225 corded phone,832.93,7.0,0.0,233.2204
2210,2211,CA-2014-125556,11/14/2014,11/16/2014,second class,ML-17410,maris laware,consumer,united states,fairfield,connecticut,6824.0,east,OFF-BI-10003460,office supplies,binders,acco 3-hole punch,43.8,10.0,0.0,21.024
2211,2212,CA-2016-162313,11/27/2016,11/30/2016,first class,VB-21745,victoria brennan,corporate,united states,lincoln park,michigan,48146.0,central,OFF-AP-10003842,office supplies,appliances,euro-pro shark turbo vacuum,167.292,6.0,0.1,29.7408
2212,2213,CA-2017-107874,11/21/2017,11/25/2017,standard class,SW-20275,scott williamson,consumer,united states,new york city,new york,10035.0,east,FUR-FU-10003535,furniture,furnishings,howard miller distant time traveler alarm clock,27.42,1.0,0.0,11.2422
2213,2214,CA-2017-129378,10/1/2017,10/2/2017,first class,NS-18505,neola schneider,consumer,united states,san jose,california,95123.0,west,OFF-BI-10002012,office supplies,binders,wilson jones easy flow ii sheet lifters,1.44,1.0,0.2,0.504
2214,2215,CA-2017-129378,10/1/2017,10/2/2017,first class,NS-18505,neola schneider,consumer,united states,san jose,california,,west,OFF-BI-10001922,office supplies,binders,storex dura pro binders,61.776,13.0,0.2,20.8494
2215,2216,CA-2017-129378,10/1/2017,10/2/2017,first class,NS-18505,,consumer,united states,san jose,california,95123.0,west,OFF-AP-10000576,office supplies,appliances,"belkin 325va ups surge protector, 6'",241.96,2.0,0.0,60.49
2216,2217,CA-2017-129378,10/1/2017,10/2/2017,first class,NS-18505,neola schneider,consumer,united states,san jose,california,95123.0,west,FUR-CH-10000553,furniture,chairs,"metal folding chairs, beige, 4/carton",108.608,4.0,0.2,9.5032
2217,2218,CA-2014-151953,9/20/2014,9/25/2014,standard class,DB-13555,dorothy badders,corporate,united states,jacksonville,florida,32216.0,south,OFF-AR-10003469,office supplies,art,nontoxic chalk,2.816,2.0,0.2,0.9856
2218,2219,CA-2017-130841,7/28/2017,8/1/2017,standard class,MH-17620,matt hagelstein,corporate,united states,san francisco,california,94110.0,west,OFF-BI-10000145,office supplies,binders,zipper ring binder pockets,9.984,4.0,0.2,3.6192
2219,2220,CA-2017-130841,7/28/2017,8/1/2017,standard class,MH-17620,matt hagelstein,corporate,united states,san francisco,california,94110.0,west,OFF-ST-10001580,office supplies,storage,super decoflex portable personal file,,1.0,0.0,4.1944
2220,2221,CA-2017-130841,7/28/2017,8/1/2017,standard class,MH-17620,matt hagelstein,corporate,united states,san francisco,california,94110.0,west,TEC-PH-10001817,technology,phones,wilson electronics db pro signal booster,1145.6,4.0,0.2,100.24
2221,2222,CA-2015-131884,12/6/2015,12/6/2015,same day,DK-13375,,consumer,united states,marion,ohio,43302.0,east,TEC-PH-10001578,technology,phones,polycom soundstation2 ex conferenceâ phone,485.94,2.0,0.4,-89.089
2222,2223,CA-2015-131884,12/6/2015,12/6/2015,same day,DK-13375,dennis kane,consumer,united states,marion,ohio,43302.0,east,OFF-AR-10004078,office supplies,art,newell 312,37.376,8.0,0.2,4.672
2223,2224,CA-2015-131884,12/6/2015,12/6/2015,same day,DK-13375,dennis kane,consumer,united states,marion,ohio,43302.0,east,FUR-CH-10004860,furniture,chairs,global low back tilter chair,70.686,1.0,0.3,-24.2352
2224,2225,CA-2017-121909,7/31/2017,8/5/2017,standard class,EA-14035,erin ashbrook,corporate,united states,philadelphia,pennsylvania,19134.0,east,OFF-PA-10003790,office supplies,paper,xerox 1991,54.816,3.0,0.2,17.8152
2225,2226,CA-2016-106383,3/19/2016,3/21/2016,second class,BT-11440,bobby trafton,consumer,united states,littleton,colorado,80122.0,west,FUR-BO-10002202,furniture,bookcases,"atlantic metals mobile 2-shelf bookcases, custom colors",72.294,1.0,0.7,-98.8018
2226,2227,CA-2017-130771,7/29/2017,8/3/2017,standard class,LA-16780,laura armstrong,corporate,united states,austin,texas,78745.0,central,OFF-FA-10003059,office supplies,fasteners,assorted color push pins,2.896,2.0,0.2,0.4706
2227,2228,CA-2017-130771,7/29/2017,8/3/2017,standard class,LA-16780,,corporate,united states,austin,texas,78745.0,central,TEC-PH-10002496,technology,phones,cisco spa301,124.792,1.0,0.2,15.599
2228,2229,CA-2016-139157,10/1/2016,10/5/2016,standard class,GM-14680,greg matthias,consumer,united states,new york city,new york,10024.0,east,FUR-TA-10003238,furniture,tables,"chromcraft bull-nose wood 48"" x 96"" rectangular conference tables",330.588,1.0,0.4,-115.7058
2229,2230,CA-2014-128055,3/31/2014,4/5/2014,standard class,AA-10315,alex avila,consumer,united states,san francisco,california,94122.0,west,OFF-BI-10004390,office supplies,binders,gbc docubind 200 manual binding machine,673.568,2.0,0.2,252.588
2230,2231,CA-2014-128055,3/31/2014,4/5/2014,standard class,AA-10315,alex avila,consumer,united states,san francisco,california,94122.0,west,OFF-AP-10002765,office supplies,appliances,fellowes advanced computer series surge protectors,52.98,2.0,0.0,14.8344
2231,2232,CA-2017-157091,6/26/2017,7/1/2017,,DB-13405,denny blanton,consumer,united states,la porte,indiana,46350.0,central,FUR-FU-10000293,furniture,furnishings,eldon antistatic chair mats for low to medium pile carpets,526.45,5.0,0.0,31.587
2232,2233,CA-2017-132122,7/9/2017,7/14/2017,standard class,JH-15820,john huston,consumer,united states,chicago,illinois,60610.0,central,OFF-ST-10003692,office supplies,storage,recycled steel personal file for hanging file folders,228.92,5.0,0.2,14.3075
2233,2234,CA-2015-123232,12/14/2015,12/16/2015,second class,DJ-13630,doug jacobs,consumer,united states,portland,oregon,97206.0,west,TEC-PH-10001051,technology,phones,htc one,319.968,4.0,0.2,35.9964
2234,2235,CA-2017-104066,12/5/2017,12/10/2017,standard class,QJ-19255,quincy jones,corporate,united states,burlington,vermont,5408.0,east,TEC-AC-10001013,technology,accessories,logitech clearchat comfort/usb headset h390,205.03,7.0,0.0,67.6599
2235,2236,CA-2015-145849,9/15/2015,9/17/2015,second class,CT-11995,carol triggs,consumer,united states,indianapolis,indiana,46203.0,central,OFF-ST-10000025,office supplies,storage,fellowes stor/drawer steel plus storage drawers,190.86,2.0,0.0,11.4516
2236,2237,CA-2015-145849,9/15/2015,9/17/2015,second class,CT-11995,carol triggs,consumer,united states,indianapolis,indiana,46203.0,central,OFF-AR-10000817,office supplies,art,manco dry-lighter erasable highlighter,24.32,8.0,0.0,8.2688
2237,2238,CA-2016-122322,7/15/2016,7/21/2016,standard class,RH-19510,rick huthwaite,home office,united states,provo,utah,84604.0,west,OFF-SU-10000952,office supplies,supplies,fiskars home & office scissors,44.4,5.0,0.0,12.432
2238,2239,CA-2017-166849,4/20/2017,4/26/2017,standard class,SJ-20125,sanjit jacobs,home office,united states,chicago,illinois,60610.0,central,FUR-FU-10004597,furniture,furnishings,eldon cleatmat chair mats for medium pile carpets,44.4,2.0,0.6,-52.17
2239,2240,CA-2016-146633,11/15/2016,11/17/2016,second class,TG-21310,toby gnade,consumer,united states,los angeles,california,90049.0,west,OFF-BI-10003527,office supplies,binders,fellowes pb500 electric punch plastic comb binding machine with manual bind,1016.792,1.0,0.2,381.297
2240,2241,CA-2016-146633,11/15/2016,11/17/2016,second class,TG-21310,toby gnade,consumer,united states,los angeles,california,90049.0,west,OFF-BI-10002982,office supplies,binders,avery self-adhesive photo pockets for polaroid photos,38.136,7.0,0.2,13.3476
2241,2242,US-2016-126893,11/26/2016,12/1/2016,standard class,CT-11995,carol triggs,consumer,united states,philadelphia,pennsylvania,19134.0,east,TEC-PH-10004165,technology,phones,mitel mivoice 5330e ip phone,494.982,,0.4,-115.4958
2242,2243,CA-2017-103380,11/21/2017,11/25/2017,standard class,BF-11005,barry franz,home office,united states,pasadena,california,91104.0,west,OFF-ST-10003442,office supplies,storage,eldon portable mobile manager,56.56,2.0,0.0,15.2712
2243,2244,CA-2017-103380,11/21/2017,11/25/2017,standard class,BF-11005,barry franz,home office,united states,pasadena,california,91104.0,west,OFF-AR-10003856,office supplies,art,newell 344,5.56,2.0,0.0,1.4456
2244,2245,CA-2017-103380,11/21/2017,11/25/2017,standard class,BF-11005,barry franz,home office,united states,pasadena,california,91104.0,west,OFF-FA-10004248,office supplies,fasteners,advantus t-pin paper clips,9.02,2.0,0.0,3.5178
2245,2246,CA-2017-103380,11/21/2017,11/25/2017,standard class,BF-11005,barry franz,home office,united states,pasadena,california,91104.0,west,OFF-AP-10001492,office supplies,appliances,"acco six-outlet power strip, 4' cord length",8.62,1.0,0.0,2.2412
2246,2247,CA-2017-103380,11/21/2017,11/25/2017,standard class,BF-11005,barry franz,home office,united states,pasadena,california,91104.0,west,TEC-PH-10004165,technology,phones,mitel mivoice 5330e ip phone,659.976,3.0,0.2,49.4982
2247,2248,CA-2015-116092,2/15/2015,2/18/2015,second class,JM-16195,justin mackendrick,consumer,united states,los angeles,california,90004.0,west,OFF-PA-10004285,office supplies,paper,xerox 1959,13.36,2.0,0.0,6.4128
2248,2249,CA-2015-116092,2/15/2015,2/18/2015,second class,JM-16195,justin mackendrick,consumer,united states,los angeles,california,90004.0,west,OFF-BI-10001628,office supplies,binders,"acco data flex cable posts for top & bottom load binders, 6"" capacity",41.72,5.0,0.2,13.0375
2249,2250,CA-2015-116092,2/15/2015,2/18/2015,second class,JM-16195,justin mackendrick,consumer,united states,los angeles,california,90004.0,west,OFF-BI-10000546,office supplies,binders,avery durable binders,11.52,5.0,0.2,4.176
2250,2251,CA-2015-116092,2/15/2015,2/18/2015,second class,JM-16195,justin mackendrick,consumer,united states,los angeles,california,90004.0,west,OFF-AP-10001391,office supplies,appliances,kensington 6 outlet masterpiece homeoffice power control center,541.44,6.0,0.0,157.0176
2251,2252,CA-2015-116092,2/15/2015,2/18/2015,second class,JM-16195,justin mackendrick,consumer,united states,los angeles,california,90004.0,west,OFF-PA-10000477,office supplies,paper,xerox 22,19.44,3.0,0.0,9.3312
2252,2253,CA-2016-117849,4/15/2016,4/17/2016,second class,JK-16120,julie kriz,home office,united states,san diego,california,92105.0,west,OFF-PA-10004327,office supplies,paper,xerox 1911,143.7,3.0,0.0,68.976
2253,2254,CA-2015-169201,9/28/2015,10/1/2015,first class,HG-14965,henry goldwyn,corporate,united states,san francisco,california,,west,OFF-AP-10000696,office supplies,appliances,holmes odor grabber,43.26,3.0,0.0,14.2758
2254,2255,CA-2015-169201,9/28/2015,10/1/2015,first class,HG-14965,henry goldwyn,corporate,united states,san francisco,california,94110.0,west,OFF-AP-10002082,office supplies,appliances,holmes hepa air purifier,43.56,2.0,0.0,15.246
2255,2256,CA-2016-164091,9/17/2016,9/22/2016,standard class,LA-16780,laura armstrong,corporate,united states,bangor,maine,4401.0,east,TEC-PH-10001944,technology,phones,wi-ex zboost yx540 cellular phone signal booster,437.85,3.0,0.0,131.355
2256,2257,CA-2016-164091,9/17/2016,9/22/2016,standard class,LA-16780,laura armstrong,corporate,united states,bangor,maine,4401.0,east,FUR-FU-10004952,furniture,furnishings,"c-line cubicle keepers polyproplyene holder w/velcro back, 8-1/2x11, 25/bx",109.48,2.0,0.0,33.9388
2257,2258,CA-2017-105214,2017-06-16,6/19/2017,first class,TS-21610,troy staebel,consumer,united states,san francisco,california,94122.0,west,FUR-CH-10000015,furniture,chairs,hon multipurpose stacking arm chairs,1212.96,7.0,0.2,90.972
2258,2259,CA-2017-105214,6/16/2017,6/19/2017,first class,TS-21610,troy staebel,consumer,united states,san francisco,california,94122.0,west,OFF-PA-10001776,office supplies,paper,"wirebound message books, four 2 3/4"" x 5"" forms per page, 600 sets per book",18.54,2.0,0.0,8.7138
2259,2260,CA-2015-117611,11/8/2015,11/10/2015,second class,MZ-17335,maria zettner,home office,united states,san diego,california,92024.0,west,OFF-FA-10002280,office supplies,fasteners,advantus plastic paper clips,5.0,1.0,0.0,2.4
2260,2261,CA-2015-117611,11/8/2015,11/10/2015,second class,MZ-17335,maria zettner,home office,united states,san diego,california,92024.0,west,TEC-AC-10002049,technology,accessories,logitech g19 programmable gaming keyboard,371.97,3.0,0.0,66.9546
2261,2262,US-2015-137960,2015-12-18,12/18/2015,same day,MW-18220,mitch webber,consumer,united states,new york city,new york,10035.0,east,TEC-AC-10002253,technology,accessories,imation bio 8gb usbâ flash drive imationâ corp,166.24,1.0,0.0,24.936
2262,2263,CA-2017-122994,2/6/2017,2/9/2017,first class,MV-17485,mark van huff,consumer,united states,arlington,virginia,22204.0,south,FUR-BO-10004015,furniture,bookcases,"bush andora bookcase, maple/graphite gray finish",359.97,3.0,0.0,79.1934
2263,2264,CA-2016-131065,11/14/2016,11/16/2016,second class,AA-10375,allen armold,consumer,united states,atlanta,georgia,30318.0,south,TEC-AC-10004145,technology,accessories,logitech dinovo edge keyboard,499.98,2.0,0.0,114.9954
2264,2265,CA-2016-131065,11/14/2016,11/16/2016,second class,AA-10375,allen armold,consumer,united states,atlanta,georgia,30318.0,south,OFF-PA-10002479,office supplies,paper,xerox 4200 series multiuse premium copy paper (20lb. and 84 bright),5.28,1.0,0.0,2.376
2265,2266,CA-2016-131065,11/14/2016,11/16/2016,second class,AA-10375,allen armold,consumer,united states,atlanta,georgia,30318.0,south,OFF-BI-10004970,office supplies,binders,"accohide 3-ring binder, blue, 1""",8.26,2.0,0.0,3.8822
2266,2267,CA-2017-149146,10/12/2017,10/12/2017,same day,SM-20320,sean miller,home office,united states,monroe,north carolina,28110.0,south,OFF-PA-10003919,office supplies,paper,xerox 1989,7.968,2.0,0.2,2.6892
2267,2268,CA-2017-137470,2017-09-17,9/17/2017,same day,TP-21415,tom prescott,consumer,united states,seattle,washington,98115.0,west,OFF-PA-10002001,office supplies,paper,xerox 1984,12.96,2.0,0.0,6.3504
2268,2269,CA-2017-105480,12/20/2017,12/26/2017,standard class,DK-13225,dean katz,corporate,united states,rochester,new york,14609.0,east,OFF-PA-10002787,office supplies,paper,xerox 227,6.48,1.0,0.0,3.1104
2269,2270,CA-2017-105480,12/20/2017,12/26/2017,standard class,DK-13225,dean katz,corporate,united states,rochester,new york,14609.0,east,OFF-BI-10003291,office supplies,binders,wilson jones leather-like binders with dubllock round rings,6.984,1.0,0.2,2.3571
2270,2271,CA-2017-164917,12/2/2017,12/7/2017,standard class,MK-17905,michael kennedy,corporate,united states,miami,florida,33180.0.0,south,OFF-AR-10004344,office supplies,art,bulldog vacuum base pencil sharpener,47.96,5.0,0.2,4.1965
2271,2272,CA-2015-102036,9/21/2015,9/27/2015,standard class,CS-12130,chad sievert,consumer,united states,seattle,washington,98105.0,west,OFF-ST-10003123,office supplies,storage,fellowes bases and tops for staxonsteel/high-stak systems,199.74,6.0,0.0,47.9376
2272,2273,CA-2015-142944,3/6/2015,3/11/2015,standard class,JL-15850,john lucas,consumer,united states,san francisco,california,94122.0,west,FUR-FU-10000308,furniture,furnishings,deflect-o glass clear studded chair mats,435.26,7.0,0.0,95.7572
2273,2274,CA-2015-142944,3/6/2015,3/11/2015,standard class,JL-15850,john lucas,consumerr,united states,san francisco,california,94122.0,west,TEC-CO-10003763,technology,copiers,canon pc1060 personal laser copier,1119.984,2.0,0.2,377.9946
2274,2275,CA-2014-157882,10/3/2014,10/8/2014,second class,AR-10405,allen rosenblatt,corporate,united states,los angeles,california,90036.0,west,FUR-TA-10001866,furniture,tables,bevis round conference room tables and bases,143.432,1.0,0.2,3.5858
2275,2276,CA-2014-157882,2014-10-03,10/8/2014,second class,AR-10405,allen rosenblatt,corporate,united states,los angeles,california,90036.0,west,FUR-CH-10002774,furniture,chairs,"global deluxe stacking chair, gray",122.352,3.0,0.2,13.7646
2276,2277,CA-2014-104283,6/27/2014,7/1/2014,standard class,LM-17065,liz mackendrick,consumer,united states,southaven,mississippi,38671.0,south,OFF-ST-10004337,office supplies,storage,"safco commercial wire shelving, 72h",306.2,5.0,0.0,0.0
2277,2278,CA-2014-104283,2014-06-27,7/1/2014,standard class,LM-17065,liz mackendrick,consumer,united states,southaven,mississippi,38671.0,south,FUR-TA-10001039,furniture,tables,ki adjustable-height table,85.98,1.0,0.0,22.3548
2278,2279,CA-2014-104283,6/27/2014,7/1/2014,standard class,LM-17065,liz mackendrick,consumer,united states,southaven,mississippi,38671.0,south,TEC-AC-10000109,technology,accessories,sony micro vault click 16 gb usb 2.0 flash drive,223.96,4.0,0.0,53.7504
2279,2280,CA-2017-142622,10/30/2017,11/2/2017,first class,JK-15625,jim karlsson,consumer,united states,seattle,washington,98115.0,west,FUR-CH-10003833,furniture,chairs,novimex fabric task chair,97.568,2.0,0.2,-6.098
2280,2281,CA-2017-142622,10/30/2017,11/2/2017,first class,JK-15625,jim karlsson,consumer,united states,seattle,washington,98115.0,west,FUR-CH-10004289,furniture,chairs,global super steno chair,614.272,8.0,0.2,-23.0352
2281,2282,CA-2017-142622,10/30/2017,11/2/2017,first class,JK-15625,jim karlsson,consumer,united states,seattle,washington,98115.0,west,FUR-BO-10004467,furniture,bookcases,bestar classic bookcase,199.98,2.0,0.0,37.9962
2282,2283,CA-2016-132143,9/3/2016,9/5/2016,first class,FM-14215,filia mcadams,corporate,united states,middletown,connecticut,6457.0,east,OFF-PA-10002713,office supplies,paper,"adams phone message book, 200 message capacity, 8 1/16â x 11â",48.16,7.0,0.0,22.1536
2283,2284,CA-2015-153108,3/5/2015,3/9/2015,standard class,SF-20200,sarah foster,consumer,united states,new castle,indiana,47362.0,central,TEC-PH-10001552,technology,phones,i need's 3d hello kitty hybrid silicone case cover for htc one x 4g with 3d hello kitty stylus pen green/pink,23.92,2.0,0.0,6.6976
2284,2285,CA-2015-153108,3/5/2015,3/9/2015,standard class,SF-20200,sarah foster,consumer,united states,new castle,indiana,47362.0,central,OFF-AP-10002222,office supplies,appliances,staple holder,60.69,7.0,0.0,16.3863
2285,2286,CA-2016-112676,5/5/2016,5/8/2016,first class,PJ-18835,patrick jones,corporate,united states,murfreesboro,tennessee,37130.0,south,OFF-PA-10003971,office supplies,paper,xerox 1965,14.352,3.0,0.2,5.2026
2286,2287,CA-2017-165687,2017-11-17,11/23/2017,standard class,CS-12355,christine sundaresam,consumer,united states,salem,virginia,24153.0,south,OFF-AP-10004036,office supplies,appliances,bionaire 99.97% hepa air cleaner,35.04,2.0,0.0,12.264
2287,2288,US-2017-112928,6/1/2017,6/5/2017,second class,BB-10990,,corporate,united states,toledo,ohio,43615.0,east,OFF-AP-10002287,office supplies,appliances,"eureka sanitaire  multi-pro heavy-duty upright, disposable bags",17.48,5.0,0.2,1.311
2288,2289,CA-2017-143343,6/10/2017,6/13/2017,first class,BW-11200,ben wallace,consumer,united states,los angeles,california,90032.0,west,OFF-AR-10002375,office supplies,art,newell 351,16.4,5.0,0.0,4.756
2289,2290,CA-2017-115154,1/8/2017,1/11/2017,first class,RS-19420,ricardo sperren,corporate,united states,seattle,washington,98115.0,west,FUR-TA-10001950,furniture,tables,balt solid wood round tables,892.98,2.0,0.0,80.3682
2290,2291,CA-2015-149342,4/20/2015,4/25/2015,standard class,TS-21160,theresa swint,corporate,united states,columbus,georgia,31907.0,south,TEC-PH-10001557,technology,phones,pyle pmp37led,287.97,3.0,0.0,77.7519
2291,2292,CA-2015-149342,4/20/2015,4/25/2015,standard class,TS-21160,,corporate,united states,columbus,georgia,31907.0,south,FUR-FU-10002937,furniture,furnishings,"ge 48"" fluorescent tube, cool white energy saver, 34 watts, 30/box",595.38,6.0,0.0,297.69
2292,2293,CA-2015-149342,4/20/2015,4/25/2015,standard class,TS-21160,theresa swint,corporate,united states,columbus,georgia,31907.0,south,OFF-PA-10001166,office supplies,paper,xerox 2,12.96,2.0,0.0,6.2208
2293,2294,CA-2015-130995,11/1/2015,11/6/2015,standard class,QJ-19255,quincy jones,corporate,united states,new york city,new york,10009.0,east,TEC-PH-10000347,technology,phones,cush cases heavy duty rugged cover case for samsung galaxy s5 - purple,4.95,1.0,0.0,1.3365
2294,2295,CA-2017-127929,12/23/2017,12/27/2017,standard class,FM-14215,filia mcadams,corporate,united states,middletown,connecticut,6457.0,east,FUR-FU-10003708,furniture,furnishings,"tenex traditional chairmats for medium pile carpet, standard lip, 36"" x 48""",181.95,3.0,0.0,38.2095
2295,2296,CA-2015-113145,11/1/2015,11/5/2015,standard class,VD-21670,valerie dominguez,consumer,united states,new york city,new york,10011.0,east,OFF-PA-10002659,office supplies,paper,avoid verbal orders carbonless minifold book,13.52,4.0,0.0,6.2192
2296,2297,CA-2015-113145,11/1/2015,11/5/2015,standard class,VD-21670,valerie dominguez,consumer,united states,new york city,new york,10011.0,east,FUR-FU-10000965,furniture,furnishings,"howard miller 11-1/2"" diameter ridgewood wall clock",259.7,5.0,0.0,106.477
2297,2298,CA-2015-113145,11/1/2015,11/5/2015,standard class,VD-21670,valerie dominguez,consumer,united states,new york city,new york,10011.0,east,TEC-PH-10001527,technology,phones,plantronics mx500i earset,42.95,1.0,0.0,1.2885
2298,2299,CA-2015-113145,11/1/2015,11/5/2015,standard class,VD-21670,valerie dominguez,consumer,united states,new york city,new york,10011.0,east,TEC-AC-10001838,technology,accessories,razer tiamat over ear 7.1 surround sound pc gaming headset,1399.93,7.0,0.0,601.9699
2299,2300,CA-2015-113145,11/1/2015,11/5/2015,standard class,VD-21670,valerie dominguez,consumer,united states,new york city,new york,10011.0,east,TEC-PH-10002597,technology,phones,xblue xb-1670-86 x16 smallâ office telephoneâ - titanium,503.96,4.0,0.0,125.99
